id_appel_offre,titre,description,categorie_marche,secteur,organisme_emetteur,pays,region,ville,date_publication,date_limite,date_resultat,budget_estime,soumissionnaires,montants_soumis,soumissionnaire_gagnant,montant_gagnant,montant_moyen,ecart_montant_vs_budget,delai_execution,type_procédure,critere_attribution,nombre_soumissionnaires,historique_gagnant_dans_les_3_derniers_ao,nombre_ao_gagnes_par_gagnant,experience_gagnant,notation_technique_gagnant,statut_ao,motif_annulation
288,Appel d'offre pour btp à Casablanca,Marché public concernant le secteur btp dans la région de Casablanca-Settat.,Fournitures,BTP,Ministère de l’Équipement,Maroc,Casablanca-Settat,Casablanca,2024-04-20,2024-06-13,2024-06-18,8034924,"['SOMAGEC', 'TGCC', 'Jet Contractors', 'Novec', 'SOGEA']","[7347077.079804897, 7789852.7754230825, 7800191.150191796, 8402833.54690218, 8527768.146388045]",Jet Contractors,7800191.150191796,7973544.54,-0.0292,247,Appel d’offres restreint,Meilleure offre économiquement,5,Oui,0,18,74,Attribué,
289,Appel d'offre pour médical à Casablanca,Marché public concernant le secteur médical dans la région de Casablanca-Settat.,Fournitures,Médical,CHU Casablanca,Maroc,Casablanca-Settat,Casablanca,2023-03-21,2023-04-04,2023-04-20,6556095,"['TGCC', 'SOMAGEC', 'SOGEA', 'Jet Contractors', 'Novec', 'INGEMA']","[5952841.520913271, 6854265.011163802, 6857791.8945931755, 7318303.226299558, 7770428.452975933, 7774033.991680188]",SOGEA,6857791.8945931755,7087944.02,0.046,289,Appel d’offres ouvert,Prix seul,6,Non,0,12,69,Sans suite,Manque de budget
290,Appel d'offre pour fournitures scolaires à Agadir,Marché public concernant le secteur fournitures scolaires dans la région de Fès-Meknès.,Travaux,Fournitures scolaires,CHU Casablanca,Maroc,Fès-Meknès,Agadir,2024-01-03,2024-02-14,2024-02-29,3308928,"['Novec', 'SOGEA', 'SOMAGEC', 'Jet Contractors']","[3050591.178217685, 3329745.4539921875, 3438264.1118958113, 3458898.3015872985]",Jet Contractors,3458898.3015872985,3319374.76,0.0453,138,Appel d’offres ouvert,Prix seul,4,Non,5,20,69,Sans suite,Non-conformité des offres
291,Appel d'offre pour fournitures scolaires à Tanger,Marché public concernant le secteur fournitures scolaires dans la région de Tanger-Tétouan-Al Hoceïma.,Fournitures,Fournitures scolaires,DGSN,Maroc,Tanger-Tétouan-Al Hoceïma,Tanger,2024-08-25,2024-09-25,2024-10-13,2901852,"['SOMAGEC', 'SOGEA']","[2665653.5636642436, 3475669.4552365285]",SOGEA,3475669.4552365285,3070661.51,0.1977,48,Appel d’offres ouvert,Meilleure offre économiquement,2,Oui,8,20,81,Attribué,
292,Appel d'offre pour transport à Casablanca,Marché public concernant le secteur transport dans la région de Oriental.,Travaux,Transport,CHU Casablanca,Maroc,Oriental,Casablanca,2023-12-22,2024-02-07,2024-02-18,5523140,"['SOGEA', 'Jet Contractors', 'TGCC', 'INGEMA']","[5137377.042347852, 5178812.546398821, 6082381.240648581, 6351500.435899443]",TGCC,6082381.240648581,5687517.82,0.1013,245,Appel d’offres restreint,Prix seul,4,Non,5,8,83,Annulé,Non-conformité des offres
293,Appel d'offre pour énergie à Casablanca,Marché public concernant le secteur énergie dans la région de Casablanca-Settat.,Fournitures,Énergie,CHU Casablanca,Maroc,Casablanca-Settat,Casablanca,2023-02-07,2023-02-24,2023-03-02,4836056,"['TGCC', 'SOGEA']","[4820408.692235524, 5640997.852746932]",SOGEA,5640997.852746932,5230703.27,0.1664,83,Appel d’offres ouvert,Prix seul,2,Oui,10,13,66,Sans suite,Non-conformité des offres
294,Appel d'offre pour médical à Tanger,Marché public concernant le secteur médical dans la région de Souss-Massa.,Services,Médical,Ministère de l’Équipement,Maroc,Souss-Massa,Tanger,2024-01-22,2024-02-10,2024-02-28,4055896,"['SOGEA', 'TGCC', 'Novec']","[4272333.271722558, 4351424.52937949, 4777535.111434617]",TGCC,4351424.52937949,4467097.64,0.0729,323,Appel d’offres restreint,Meilleure offre économiquement,3,Oui,3,19,70,Attribué,
295,Appel d'offre pour fournitures scolaires à Oujda,Marché public concernant le secteur fournitures scolaires dans la région de Rabat-Salé-Kénitra.,Travaux,Fournitures scolaires,ONCF,Maroc,Rabat-Salé-Kénitra,Oujda,2023-06-29,2023-08-25,2023-09-03,8299356,"['INGEMA', 'Jet Contractors', 'SOMAGEC']","[7529331.31207614, 7762407.072642304, 8490142.30055406]",SOMAGEC,8490142.30055406,7927293.56,0.023,321,Appel d’offres ouvert,Meilleure offre économiquement,3,Oui,13,16,61,Sans suite,Non-conformité des offres
296,Appel d'offre pour btp à Tanger,Marché public concernant le secteur btp dans la région de Fès-Meknès.,Fournitures,BTP,ONCF,Maroc,Fès-Meknès,Tanger,2025-05-19,2025-07-03,2025-07-19,3130317,"['TGCC', 'SOMAGEC', 'Novec', 'Jet Contractors']","[2953262.434871596, 2989046.289722479, 2998990.476200772, 3204517.2103436766]",SOMAGEC,2989046.289722479,3036454.1,-0.0451,44,Appel d’offres restreint,Note technique et prix,4,Oui,2,10,94,Sans suite,Manque de budget
297,Appel d'offre pour fournitures scolaires à Agadir,Marché public concernant le secteur fournitures scolaires dans la région de Fès-Meknès.,Fournitures,Fournitures scolaires,Ministère de la Santé,Maroc,Fès-Meknès,Agadir,2025-01-18,2025-03-08,2025-03-14,6798979,"['Jet Contractors', 'INGEMA', 'SOMAGEC', 'SOGEA']","[6940806.413150683, 6981352.199648677, 7897930.33072099, 8050839.672833815]",Jet Contractors,6940806.413150683,7467732.15,0.0209,113,Appel d’offres ouvert,Prix seul,4,Oui,11,1,70,Annulé,Manque de budget
298,Appel d'offre pour informatique à Fès,Marché public concernant le secteur informatique dans la région de Souss-Massa.,Travaux,Informatique,ONCF,Maroc,Souss-Massa,Fès,2025-02-19,2025-03-13,2025-03-31,4121708,"['INGEMA', 'SOMAGEC', 'TGCC', 'Jet Contractors', 'Novec', 'SOGEA']","[3757560.785200382, 3993937.9327274747, 4114143.4240862224, 4225576.050933868, 4552308.737082793, 4663712.55982374]",TGCC,4114143.4240862224,4217873.25,-0.0018,226,Gré à gré,Meilleure offre économiquement,6,Non,6,6,85,Attribué,
299,Appel d'offre pour btp à Tanger,Marché public concernant le secteur btp dans la région de Souss-Massa.,Fournitures,BTP,Ministère de l’Équipement,Maroc,Souss-Massa,Tanger,2024-07-07,2024-07-25,2024-08-05,9439515,"['SOMAGEC', 'SOGEA', 'INGEMA', 'Novec', 'Jet Contractors']","[9839393.224035641, 10421986.511824474, 11143075.485029636, 11197073.106790481, 11232973.70570074]",INGEMA,11143075.485029636,10766900.41,0.1805,179,Gré à gré,Meilleure offre économiquement,5,Oui,0,3,82,Annulé,Non-conformité des offres
300,Appel d'offre pour informatique à Oujda,Marché public concernant le secteur informatique dans la région de Souss-Massa.,Travaux,Informatique,Ministère de la Santé,Maroc,Souss-Massa,Oujda,2025-02-15,2025-03-23,2025-04-03,8098428,"['TGCC', 'Novec', 'INGEMA', 'SOMAGEC', 'SOGEA']","[7319278.516317118, 7865028.513752223, 8082240.512260637, 8581216.930833515, 9293650.95870485]",Novec,7865028.513752223,8228283.09,-0.0288,101,Appel d’offres restreint,Note technique et prix,5,Oui,2,2,80,Sans suite,Non-conformité des offres
301,Appel d'offre pour fournitures scolaires à Tanger,Marché public concernant le secteur fournitures scolaires dans la région de Casablanca-Settat.,Fournitures,Fournitures scolaires,DGSN,Maroc,Casablanca-Settat,Tanger,2025-03-03,2025-03-24,2025-04-10,4971541,"['TGCC', 'INGEMA', 'SOMAGEC', 'Novec', 'SOGEA']","[4531908.4419392925, 4593504.392004985, 5623681.756262824, 5717784.280106481, 5860133.583650704]",SOGEA,5860133.583650704,5265402.49,0.1787,142,Gré à gré,Meilleure offre économiquement,5,Non,1,8,74,Sans suite,Manque de budget
302,Appel d'offre pour fournitures scolaires à Rabat,Marché public concernant le secteur fournitures scolaires dans la région de Souss-Massa.,Travaux,Fournitures scolaires,DGSN,Maroc,Souss-Massa,Rabat,2023-07-30,2023-08-09,2023-08-21,1746974,"['Novec', 'SOGEA']","[1591032.0703488677, 2078378.5795561457]",Novec,1591032.0703488677,1834705.32,-0.0893,105,Gré à gré,Meilleure offre économiquement,2,Oui,10,11,98,Attribué,
303,Appel d'offre pour informatique à Rabat,Marché public concernant le secteur informatique dans la région de Fès-Meknès.,Fournitures,Informatique,CHU Casablanca,Maroc,Fès-Meknès,Rabat,2024-05-01,2024-05-20,2024-05-30,9765279,"['SOGEA', 'Jet Contractors']","[9217830.697897831, 11325369.729122143]",Jet Contractors,11325369.729122143,10271600.21,0.1598,361,Appel d’offres restreint,Prix seul,2,Oui,14,14,96,Sans suite,
304,Appel d'offre pour énergie à Tanger,Marché public concernant le secteur énergie dans la région de Tanger-Tétouan-Al Hoceïma.,Travaux,Énergie,DGSN,Maroc,Tanger-Tétouan-Al Hoceïma,Tanger,2023-01-12,2023-03-07,2023-03-26,7019988,"['SOMAGEC', 'INGEMA', 'Jet Contractors', 'TGCC']","[6483220.373183587, 6504325.303501905, 6882400.639916733, 8319604.864744843]",TGCC,8319604.864744843,7047387.8,0.1851,218,Appel d’offres ouvert,Meilleure offre économiquement,4,Oui,14,1,60,Attribué,
305,Appel d'offre pour fournitures scolaires à Casablanca,Marché public concernant le secteur fournitures scolaires dans la région de Oriental.,Services,Fournitures scolaires,ONCF,Maroc,Oriental,Casablanca,2024-11-22,2024-12-12,2024-12-25,7042497,"['SOGEA', 'Jet Contractors']","[7033553.871351012, 7696763.043041314]",Jet Contractors,7696763.043041314,7365158.46,0.0929,97,Appel d’offres restreint,Prix seul,2,Non,7,9,62,Sans suite,Non-conformité des offres
306,Appel d'offre pour médical à Casablanca,Marché public concernant le secteur médical dans la région de Tanger-Tétouan-Al Hoceïma.,Services,Médical,ONEE,Maroc,Tanger-Tétouan-Al Hoceïma,Casablanca,2024-05-28,2024-06-16,2024-07-06,3590026,"['INGEMA', 'Novec', 'SOMAGEC', 'SOGEA']","[3301514.530158083, 3307761.3562011765, 3418440.268949113, 3430109.622951242]",INGEMA,3301514.530158083,3364456.44,-0.0804,33,Gré à gré,Meilleure offre économiquement,4,Non,9,4,97,Sans suite,Non-conformité des offres
307,Appel d'offre pour médical à Agadir,Marché public concernant le secteur médical dans la région de Fès-Meknès.,Fournitures,Médical,Ministère de la Santé,Maroc,Fès-Meknès,Agadir,2023-01-21,2023-03-15,2023-03-27,1148853,"['Novec', 'Jet Contractors', 'SOGEA', 'TGCC', 'SOMAGEC', 'INGEMA']","[1087592.8117260055, 1105086.649986525, 1188086.4102871371, 1204110.4080414553, 1262625.4928658, 1342148.6386196548]",SOMAGEC,1262625.4928658,1198275.07,0.099,49,Appel d’offres restreint,Prix seul,6,Oui,2,9,78,Annulé,Non-conformité des offres
308,Appel d'offre pour informatique à Rabat,Marché public concernant le secteur informatique dans la région de Souss-Massa.,Fournitures,Informatique,CHU Casablanca,Maroc,Souss-Massa,Rabat,2024-06-16,2024-07-31,2024-08-13,5591725,"['SOGEA', 'INGEMA']","[5037655.813127587, 6210240.559456498]",SOGEA,5037655.813127587,5623948.19,-0.0991,100,Appel d’offres restreint,Prix seul,2,Non,2,6,81,Attribué,
309,Appel d'offre pour énergie à Oujda,Marché public concernant le secteur énergie dans la région de Rabat-Salé-Kénitra.,Services,Énergie,Ministère de l’Équipement,Maroc,Rabat-Salé-Kénitra,Oujda,2023-02-23,2023-03-20,2023-04-08,160494,"['Jet Contractors', 'INGEMA', 'Novec', 'SOMAGEC', 'TGCC']","[146257.85058743728, 162575.92917500134, 164974.42160844104, 170248.76368084113, 176889.8053156255]",SOMAGEC,170248.76368084113,164189.35,0.0608,256,Gré à gré,Meilleure offre économiquement,5,Oui,9,10,87,Sans suite,Manque de budget
310,Appel d'offre pour informatique à Agadir,Marché public concernant le secteur informatique dans la région de Tanger-Tétouan-Al Hoceïma.,Fournitures,Informatique,ONEE,Maroc,Tanger-Tétouan-Al Hoceïma,Agadir,2025-06-19,2025-08-16,2025-08-24,3357842,"['Novec', 'INGEMA', 'Jet Contractors', 'SOMAGEC']","[3429798.2796742003, 3527306.849231565, 3597525.2796619586, 3805809.176879981]",Jet Contractors,3597525.2796619586,3590109.9,0.0714,150,Appel d’offres ouvert,Note technique et prix,4,Non,12,4,78,Annulé,
311,Appel d'offre pour fournitures scolaires à Tanger,Marché public concernant le secteur fournitures scolaires dans la région de Rabat-Salé-Kénitra.,Fournitures,Fournitures scolaires,Ministère de l’Équipement,Maroc,Rabat-Salé-Kénitra,Tanger,2024-06-29,2024-08-10,2024-08-15,2528888,"['TGCC', 'Jet Contractors', 'Novec', 'INGEMA', 'SOGEA', 'SOMAGEC']","[2368281.3098114054, 2498640.271516913, 2543188.1776256813, 2544457.783069679, 2556267.171581815, 2766676.3763550646]",SOMAGEC,2766676.3763550646,2546251.85,0.094,77,Appel d’offres restreint,Meilleure offre économiquement,6,Oui,4,19,100,Sans suite,Non-conformité des offres
312,Appel d'offre pour énergie à Casablanca,Marché public concernant le secteur énergie dans la région de Fès-Meknès.,Fournitures,Énergie,ONEE,Maroc,Fès-Meknès,Casablanca,2023-07-03,2023-08-27,2023-09-09,6042197,"['Jet Contractors', 'SOGEA', 'Novec', 'TGCC']","[6224885.356012884, 6621354.725660481, 6700641.623214087, 6853105.39480153]",TGCC,6853105.39480153,6599996.77,0.1342,158,Appel d’offres ouvert,Prix seul,4,Oui,0,5,87,Sans suite,
313,Appel d'offre pour fournitures scolaires à Rabat,Marché public concernant le secteur fournitures scolaires dans la région de Casablanca-Settat.,Travaux,Fournitures scolaires,DGSN,Maroc,Casablanca-Settat,Rabat,2023-09-14,2023-10-23,2023-10-30,8537024,"['SOMAGEC', 'Novec', 'TGCC']","[8605724.220464488, 9156494.017381208, 9536457.223857434]",SOMAGEC,8605724.220464488,9099558.49,0.008,88,Gré à gré,Prix seul,3,Oui,6,12,83,Annulé,Manque de budget
314,Appel d'offre pour btp à Oujda,Marché public concernant le secteur btp dans la région de Casablanca-Settat.,Services,BTP,Ministère de la Santé,Maroc,Casablanca-Settat,Oujda,2023-09-25,2023-10-07,2023-10-17,253767,"['INGEMA', 'SOGEA', 'SOMAGEC', 'TGCC', 'Jet Contractors']","[232541.94233239922, 234162.06067986117, 278440.05521091784, 286138.05765464855, 288733.236705138]",Jet Contractors,288733.236705138,264003.07,0.1378,134,Appel d’offres ouvert,Meilleure offre économiquement,5,Oui,11,18,93,Annulé,Non-conformité des offres
315,Appel d'offre pour btp à Rabat,Marché public concernant le secteur btp dans la région de Rabat-Salé-Kénitra.,Travaux,BTP,Ministère de l’Équipement,Maroc,Rabat-Salé-Kénitra,Rabat,2023-08-25,2023-09-28,2023-10-10,5936817,"['SOGEA', 'SOMAGEC', 'INGEMA', 'Jet Contractors', 'TGCC', 'Novec']","[5462793.3186256075, 5656595.19975163, 5688440.7562181875, 5796622.046714919, 6481623.71121172, 6828465.230221336]",Novec,6828465.230221336,5985756.71,0.1502,61,Gré à gré,Prix seul,6,Non,9,2,74,Sans suite,Manque de budget
316,Appel d'offre pour informatique à Tanger,Marché public concernant le secteur informatique dans la région de Rabat-Salé-Kénitra.,Travaux,Informatique,ONCF,Maroc,Rabat-Salé-Kénitra,Tanger,2023-10-07,2023-11-03,2023-11-17,6561567,"['INGEMA', 'Novec', 'SOGEA', 'SOMAGEC', 'Jet Contractors']","[6308817.875367298, 6666116.0339086, 7166516.819136327, 7308507.65060951, 7693875.685308381]",INGEMA,6308817.875367298,7028766.81,-0.0385,181,Appel d’offres restreint,Prix seul,5,Oui,12,15,88,Sans suite,Manque de budget
317,Appel d'offre pour médical à Tanger,Marché public concernant le secteur médical dans la région de Fès-Meknès.,Travaux,Médical,CHU Casablanca,Maroc,Fès-Meknès,Tanger,2024-02-09,2024-04-02,2024-04-22,4744188,"['INGEMA', 'Jet Contractors', 'SOMAGEC', 'TGCC']","[4324613.221900649, 4354882.625440254, 5256078.940098178, 5519639.257947021]",SOMAGEC,5256078.940098178,4863803.51,0.1079,129,Appel d’offres restreint,Prix seul,4,Oui,12,11,87,Annulé,Manque de budget
318,Appel d'offre pour médical à Casablanca,Marché public concernant le secteur médical dans la région de Oriental.,Travaux,Médical,DGSN,Maroc,Oriental,Casablanca,2023-07-27,2023-09-10,2023-09-18,8668296,"['SOMAGEC', 'Jet Contractors', 'Novec', 'INGEMA', 'SOGEA', 'TGCC']","[7898810.478895817, 8198381.84680963, 8286641.761742653, 8338340.427791032, 8485131.005302798, 9746387.642250465]",Novec,8286641.761742653,8492282.19,-0.044,269,Gré à gré,Prix seul,6,Non,9,3,93,Attribué,
319,Appel d'offre pour informatique à Oujda,Marché public concernant le secteur informatique dans la région de Souss-Massa.,Fournitures,Informatique,Ministère de la Santé,Maroc,Souss-Massa,Oujda,2025-05-15,2025-06-07,2025-06-26,178271,"['SOMAGEC', 'TGCC', 'SOGEA', 'INGEMA']","[172129.91328597907, 202318.6118535978, 212354.13066718777, 213831.59465672326]",SOGEA,212354.13066718777,200158.56,0.1912,320,Gré à gré,Prix seul,4,Oui,0,20,62,Attribué,
320,Appel d'offre pour informatique à Rabat,Marché public concernant le secteur informatique dans la région de Souss-Massa.,Travaux,Informatique,Ministère de la Santé,Maroc,Souss-Massa,Rabat,2023-04-22,2023-05-02,2023-05-19,3141152,"['Novec', 'SOGEA', 'TGCC', 'INGEMA', 'Jet Contractors']","[2871117.6091591464, 2958937.596383815, 3204519.937341709, 3530483.4716021772, 3720259.055951185]",SOGEA,2958937.596383815,3257063.53,-0.058,103,Gré à gré,Prix seul,5,Non,9,17,89,Attribué,
321,Appel d'offre pour médical à Casablanca,Marché public concernant le secteur médical dans la région de Oriental.,Fournitures,Médical,DGSN,Maroc,Oriental,Casablanca,2023-04-18,2023-05-30,2023-06-05,427344,"['TGCC', 'Novec', 'Jet Contractors', 'SOGEA']","[391185.4619015784, 461391.2783923883, 479928.0364471036, 493170.05669891956]",Jet Contractors,479928.0364471036,456418.71,0.123,293,Appel d’offres ouvert,Note technique et prix,4,Non,4,4,90,Sans suite,
322,Appel d'offre pour fournitures scolaires à Rabat,Marché public concernant le secteur fournitures scolaires dans la région de Fès-Meknès.,Fournitures,Fournitures scolaires,Ministère de l’Équipement,Maroc,Fès-Meknès,Rabat,2025-05-31,2025-07-23,2025-08-03,7539857,"['Jet Contractors', 'SOMAGEC', 'TGCC', 'Novec', 'INGEMA']","[6869881.572076886, 7143013.312515374, 7434908.803949574, 7624028.064595987, 8733538.841790654]",Jet Contractors,6869881.572076886,7561074.12,-0.0889,127,Appel d’offres restreint,Meilleure offre économiquement,5,Oui,6,11,74,Sans suite,Manque de budget
323,Appel d'offre pour énergie à Casablanca,Marché public concernant le secteur énergie dans la région de Rabat-Salé-Kénitra.,Travaux,Énergie,DGSN,Maroc,Rabat-Salé-Kénitra,Casablanca,2023-08-29,2023-10-24,2023-11-12,5112772,"['SOMAGEC', 'Novec', 'INGEMA', 'SOGEA', 'Jet Contractors', 'TGCC']","[4953548.851932022, 4985218.941891697, 5101743.681864941, 5488841.319311072, 5714095.800817056, 5824245.265548931]",Novec,4985218.941891697,5344615.64,-0.0249,218,Appel d’offres restreint,Meilleure offre économiquement,6,Oui,11,14,86,Attribué,
324,Appel d'offre pour transport à Tanger,Marché public concernant le secteur transport dans la région de Fès-Meknès.,Services,Transport,ONCF,Maroc,Fès-Meknès,Tanger,2024-12-13,2025-01-03,2025-01-21,4458748,"['SOMAGEC', 'Novec', 'Jet Contractors']","[4274434.285218773, 4723953.948321701, 5223084.589763295]",Jet Contractors,5223084.589763295,4740490.94,0.1714,224,Appel d’offres restreint,Note technique et prix,3,Oui,11,15,66,Attribué,
325,Appel d'offre pour transport à Oujda,Marché public concernant le secteur transport dans la région de Fès-Meknès.,Fournitures,Transport,ONEE,Maroc,Fès-Meknès,Oujda,2023-01-26,2023-03-24,2023-04-12,6198758,"['INGEMA', 'Jet Contractors']","[5971344.002722909, 7157768.237822867]",INGEMA,5971344.002722909,6564556.12,-0.0367,129,Appel d’offres ouvert,Note technique et prix,2,Oui,10,7,92,Attribué,
326,Appel d'offre pour énergie à Rabat,Marché public concernant le secteur énergie dans la région de Oriental.,Fournitures,Énergie,DGSN,Maroc,Oriental,Rabat,2024-03-18,2024-04-30,2024-05-07,183908,"['SOGEA', 'Novec']","[182879.78851287212, 194240.2963928507]",SOGEA,182879.78851287212,188560.04,-0.0056,282,Appel d’offres ouvert,Meilleure offre économiquement,2,Non,2,1,95,Attribué,
