id_appel_offre,titre,description,categorie_marche,secteur,organisme_emetteur,pays,region,ville,date_publication,date_limite,date_resultat,budget_estime,soumissionnaires,montants_soumis,soumissionnaire_gagnant,montant_gagnant,montant_moyen,ecart_montant_vs_budget,delai_execution,type_procedure,critere_attribution,nombre_soumissionnaires,historique_gagnant_dans_les_3_derniers_ao,nombre_ao_gagnes_par_gagnant,experience_gagnant,notation_technique_gagnant,statut_ao,motif_annulation,notes_techniques_non_gagnants,capacites_financieres,experiences_non_gagnants,historiques_non_gagnants,complexite_projet,exigences_techniques_detaillees,localisations_soumissionnaires,tailles_entreprises,contexte_economique,poids_criteres_attribution,historique_ao_similaires,details_annulations
5058,Appel d'offre pour énergie à Kenitra,Marché public concernant le secteur énergie pour Caisse de Dépôt et de Gestion,Fournitures,Énergie,Caisse de Dépôt et de Gestion,Maroc,Laâyoune-Sakia El Hamra,Kenitra,2025-07-13,2025-08-04,2025-08-18,29735046 DH,INGEMA; CAPGEMINI MAROC; INWI; CHINA RAILWAY,31313207.49; 25256413.92; 27085882.25; 30548612.29,CHINA RAILWAY,30548612.29 DH,28551028.99 DH,0.0274,93,Gré à gré,Rapport qualité-prix,4,Oui,11,3,99,Attribué,Non applicable,91; 65; 73,142602822; 68563925; 341412306; 404214866,8; 6; 23,9; 13; 7,Faible,"Normes ISO 9001, Technologies avancées",El Jadida; Fès; Tanger; Meknès,ETI; ETI; PME; ETI,"Inflation: 2.2%, Croissance: 2.3%","Technique: 74%, Prix: 26%",Derniers 12 mois: 50 AO similaires,Taux d'annulation secteur: 11%
5059,Appel d'offre pour agriculture à Agadir,Marché public concernant le secteur agriculture pour Agence Nationale de la Conservation Foncière,Fournitures,Agriculture,Agence Nationale de la Conservation Foncière,Maroc,Laâyoune-Sakia El Hamra,Agadir,2025-07-13,2025-09-09,2025-09-16,3332862 DH,Novec; MICROSOFT MAROC; LYDEC; ATLAS HOSPITALITY; MAJOREL; HP MAROC,3034371.36; 3544312.34; 3794021.45; 3256620.0; 3149437.94; 2669322.92,HP MAROC,2669322.92 DH,3241347.67 DH,-0.1991,281,Appel d'offres restreint,Rapport qualité-prix,6,Non,7,14,94,Annulé,Changement de priorités,63; 77; 78; 72; 83,131093887; 342645276; 426522354; 106556215; 125068191; 457937973,7; 12; 18; 5; 10,11; 14; 6; 12; 1,Très élevée,"Normes ISO 22000, Technologies éprouvées",Tétouan; Nador; Settat; Marrakech; Fès; Fès,PME; PME; PME; ETI; ETI; Grande entreprise,"Inflation: 2.5%, Croissance: 3.4%","Technique: 50%, Prix: 50%",Derniers 12 mois: 5 AO similaires,Taux d'annulation secteur: 7%
5060,Appel d'offre pour environnement à Safi,Marché public concernant le secteur environnement pour Caisse de Dépôt et de Gestion,Travaux,Environnement,Caisse de Dépôt et de Gestion,Maroc,Laâyoune-Sakia El Hamra,Safi,2025-07-13,2025-08-19,2025-09-02,26397504 DH,TGCC; TOTAL MAROC; MAJOREL; CAPGEMINI MAROC; VEOLIA; MANAGEM,25130770.2; 30315840.49; 31423509.52; 22371827.39; 21347023.76; 25795627.56,TGCC,25130770.2 DH,26064099.82 DH,-0.048,240,Concours,Critères multiples,6,Non,10,17,98,Annulé,Budget insuffisant,79; 85; 68; 66; 99,132277571; 472170252; 434448873; 292519325; 119906514; 340408197,18; 12; 4; 10; 7,13; 5; 7; 9; 13,Très élevée,"Normes ISO 45001, Technologies certifiées",Salé; Salé; Nador; Tanger; Beni Mellal; Safi,ETI; Grande entreprise; Grande entreprise; ETI; PME; Moyenne entreprise,"Inflation: 2.5%, Croissance: 3.1%","Technique: 72%, Prix: 28%",Derniers 12 mois: 28 AO similaires,Taux d'annulation secteur: 19%
5061,Appel d'offre pour btp à Safi,Marché public concernant le secteur btp pour Office National de Sécurité Sanitaire,Fournitures,BTP,Office National de Sécurité Sanitaire,Maroc,Souss-Massa,Safi,2025-07-13,2025-08-14,2025-08-17,39534833 DH,TECHNO PARK; SOMAGEC; DELL MAROC; OCP; BOUYGUES; HP MAROC; MICROSOFT MAROC,42653544.82; 32646735.84; 41290600.43; 42736614.65; 33007571.42; 37112328.95; 40758184.47,BOUYGUES,33007571.42 DH,38600797.23 DH,-0.1651,327,Gré à gré,Meilleure offre économiquement,7,Oui,7,8,98,Sans suite,Insuffisance technique,82; 93; 63; 92; 77; 95,368114736; 415469115; 428837077; 109234346; 142281196; 183741542; 64745517,3; 25; 4; 9; 14; 20,15; 4; 0; 11; 3; 2,Faible,"Normes ISO 45001, Technologies modernes",Salé; Beni Mellal; Nador; Tanger; Meknès; Mohammedia; Salé,PME; ETI; PME; Grande entreprise; PME; ETI; ETI,"Inflation: 3.8%, Croissance: 4.9%","Technique: 52%, Prix: 48%",Derniers 12 mois: 50 AO similaires,Taux d'annulation secteur: 9%
5062,Appel d'offre pour informatique à Marrakech,Marché public concernant le secteur informatique pour Caisse de Dépôt et de Gestion,Travaux,Informatique,Caisse de Dépôt et de Gestion,Maroc,Rabat-Salé-Kénitra,Marrakech,2025-07-13,2025-08-05,2025-08-17,21073312 DH,SOGEA; SOGEC; INGEMA,19688512.88; 25066162.57; 17583972.79,SOGEA,19688512.88 DH,20779549.41 DH,-0.0657,171,Concours,Prix seul,3,Non,2,15,91,Sans suite,Spécifications techniques inadéquates,91; 73,202733731; 209602904; 496783286,7; 14,8; 4,Très élevée,"Normes ISO 14001, Technologies éprouvées",Berrechid; Tétouan; Tanger,Moyenne entreprise; Grande entreprise; Moyenne entreprise,"Inflation: 1.3%, Croissance: 3.5%","Technique: 74%, Prix: 26%",Derniers 12 mois: 11 AO similaires,Taux d'annulation secteur: 8%
5063,Appel d'offre pour télécommunications à Agadir,Marché public concernant le secteur télécommunications pour Ministère de l'Agriculture,Services,Télécommunications,Ministère de l'Agriculture,Maroc,Laâyoune-Sakia El Hamra,Agadir,2025-07-13,2025-08-15,2025-08-26,22097346 DH,SGTM; WAFA; DELL MAROC; VINCI,17995971.86; 21041970.85; 20495034.39; 22784054.95,SGTM,17995971.86 DH,20579258.01 DH,-0.1856,177,Procédure négociée,Meilleure offre économiquement,4,Non,5,24,78,Attribué,Non applicable,60; 63; 81,48639849; 480215086; 427510575; 63790701,6; 5; 25,10; 8; 4,Moyenne,"Normes ISO 27001, Technologies certifiées",Agadir; El Jadida; Rabat; Oujda,ETI; Moyenne entreprise; PME; PME,"Inflation: 2.2%, Croissance: 3.0%","Technique: 52%, Prix: 48%",Derniers 12 mois: 19 AO similaires,Taux d'annulation secteur: 19%
5064,Appel d'offre pour médical à El Jadida,Marché public concernant le secteur médical pour Office National de l'Électricité et de l'Eau Potable,Travaux,Médical,Office National de l'Électricité et de l'Eau Potable,Maroc,Marrakech-Safi,El Jadida,2025-07-13,2025-08-19,2025-09-02,14399035 DH,COVEC; SOGEA; LAFARGE; INWI; CISCO MAROC; SOMAGEC; SAHAM,13047318.05; 15203684.89; 13415916.53; 13158203.69; 13729433.96; 17105846.41; 14181624.59,COVEC,13047318.05 DH,14263146.87 DH,-0.0939,196,Appel d'offres ouvert,Meilleure offre économiquement,7,Non,10,4,92,Attribué,Non applicable,72; 88; 69; 93; 98; 96,351120399; 42594885; 240250602; 428674120; 456280625; 189209168; 275731838,25; 13; 11; 23; 9; 6,5; 9; 9; 13; 10; 13,Élevée,"Normes ISO 9001, Technologies avancées",Khouribga; Casablanca; Safi; Tétouan; Rabat; Safi; Berrechid,ETI; PME; ETI; PME; Moyenne entreprise; PME; Grande entreprise,"Inflation: 3.6%, Croissance: 2.1%","Technique: 53%, Prix: 47%",Derniers 12 mois: 31 AO similaires,Taux d'annulation secteur: 19%
5065,Appel d'offre pour télécommunications à Meknès,Marché public concernant le secteur télécommunications pour Agence Nationale de l'Assurance Maladie,Fournitures,Télécommunications,Agence Nationale de l'Assurance Maladie,Maroc,Marrakech-Safi,Meknès,2025-07-13,2025-08-23,2025-08-27,48501030 DH,BMCE; BOUYGUES; MAROC TELECOM; HOLCIM; Novec; IBM MAROC; TRAVOCÉAN,47765481.05; 56119130.25; 52878349.25; 47723467.54; 41483890.69; 55247802.78; 52791683.33,Novec,41483890.69 DH,50572829.27 DH,-0.1447,126,Concours,Critères multiples,7,Oui,4,14,96,Attribué,Non applicable,90; 62; 92; 69; 73; 69,266736082; 200826399; 127888339; 107364881; 457108247; 434748883; 131295298,11; 23; 20; 8; 16; 22,10; 6; 5; 10; 3; 3,Élevée,"Normes ISO 22000, Technologies modernes",Tétouan; Nador; Nador; Berrechid; Tanger; Settat; Berrechid,ETI; Grande entreprise; PME; Moyenne entreprise; PME; Grande entreprise; Grande entreprise,"Inflation: 2.7%, Croissance: 4.4%","Technique: 79%, Prix: 21%",Derniers 12 mois: 28 AO similaires,Taux d'annulation secteur: 13%
5066,Appel d'offre pour transport à Kenitra,Marché public concernant le secteur transport pour Royal Air Maroc,Fournitures,Transport,Royal Air Maroc,Maroc,Rabat-Salé-Kénitra,Kenitra,2025-07-13,2025-08-28,2025-09-06,28924259 DH,TGCC; SAHAM; SHELL MAROC; MAJOREL,28634911.89; 23346224.04; 27161239.94; 33970380.01,SHELL MAROC,27161239.94 DH,28278188.97 DH,-0.061,257,Appel d'offres restreint,Critères multiples,4,Oui,5,21,98,Sans suite,Absence d'offres,99; 68; 66,118408049; 261596079; 192650248; 39905561,6; 23; 23,1; 4; 3,Moyenne,"Normes ISO 14001, Technologies innovantes",Mohammedia; Settat; El Jadida; Meknès,Moyenne entreprise; Moyenne entreprise; ETI; PME,"Inflation: 1.2%, Croissance: 4.9%","Technique: 51%, Prix: 49%",Derniers 12 mois: 11 AO similaires,Taux d'annulation secteur: 8%
5067,Appel d'offre pour médical à Mohammedia,Marché public concernant le secteur médical pour Office National des Chemins de Fer,Fournitures,Médical,Office National des Chemins de Fer,Maroc,Oriental,Mohammedia,2025-07-13,2025-08-30,2025-09-09,28893897 DH,VINCI; INWI; Novec; SUEZ; HP MAROC; DELL MAROC; ATTIJARI,23162154.69; 28955402.72; 28426891.07; 34667403.97; 26965240.11; 31968873.53; 27199479.62,DELL MAROC,31968873.53 DH,28763635.10 DH,0.1064,296,Gré à gré,Meilleure offre économiquement,7,Non,13,18,99,Attribué,Non applicable,80; 67; 78; 79; 69; 84,312198866; 416028738; 424849291; 434237372; 47039817; 256093271; 392639504,17; 4; 25; 23; 12; 11,2; 4; 8; 8; 13; 14,Faible,"Normes ISO 9001, Technologies avancées",Nador; Agadir; Temara; Casablanca; Mohammedia; Casablanca; Oujda,Moyenne entreprise; PME; ETI; PME; Grande entreprise; Grande entreprise; PME,"Inflation: 2.6%, Croissance: 4.3%","Technique: 55%, Prix: 45%",Derniers 12 mois: 12 AO similaires,Taux d'annulation secteur: 10%
5068,Appel d'offre pour énergie à Beni Mellal,Marché public concernant le secteur énergie pour Ministère de l'Intérieur,Travaux,Énergie,Ministère de l'Intérieur,Maroc,Casablanca-Settat,Beni Mellal,2025-07-13,2025-09-01,2025-09-06,12976311 DH,SUEZ; EIFFAGE; BOUYGUES; CIMAR; VEOLIA,15010643.29; 12530136.34; 11567594.96; 14232491.06; 14847958.78,BOUYGUES,11567594.96 DH,13637764.89 DH,-0.1086,295,Gré à gré,Prix seul,5,Non,6,11,73,Annulé,Non-conformité des offres,76; 77; 76; 73,358699678; 69845637; 73892636; 240288545; 406240906,3; 25; 18; 19,15; 10; 5; 6,Faible,"Normes ISO 27001, Technologies avancées",Tétouan; Safi; Marrakech; Khouribga; Khouribga,Grande entreprise; ETI; Grande entreprise; Grande entreprise; Grande entreprise,"Inflation: 1.9%, Croissance: 2.6%","Technique: 63%, Prix: 37%",Derniers 12 mois: 50 AO similaires,Taux d'annulation secteur: 20%
5069,Appel d'offre pour médical à Mohammedia,Marché public concernant le secteur médical pour Office National des Hydrocarbures,Travaux,Médical,Office National des Hydrocarbures,Maroc,Casablanca-Settat,Mohammedia,2025-07-13,2025-08-23,2025-08-28,27886960 DH,INGEMA; VINCI; SAHAM; SHELL MAROC; TRAVOCÉAN; MANAGEM,32535214.51; 26890253.28; 32810679.62; 24116112.98; 33035852.19; 29570205.26,MANAGEM,29570205.26 DH,29826386.31 DH,0.0604,80,Procédure négociée,Prix seul,6,Oui,3,23,94,Attribué,Non applicable,67; 61; 87; 79; 90,307061980; 125288669; 382727077; 363372341; 81423323; 369738256,10; 22; 23; 6; 16,13; 3; 8; 8; 5,Très élevée,"Normes ISO 14001, Technologies modernes",Kenitra; Agadir; Settat; Beni Mellal; Kenitra; Beni Mellal,ETI; Moyenne entreprise; PME; ETI; ETI; PME,"Inflation: 2.9%, Croissance: 2.6%","Technique: 80%, Prix: 20%",Derniers 12 mois: 29 AO similaires,Taux d'annulation secteur: 6%
5070,Appel d'offre pour fournitures scolaires à Nador,Marché public concernant le secteur fournitures scolaires pour Office de la Formation Professionnelle,Services,Fournitures scolaires,Office de la Formation Professionnelle,Maroc,Oriental,Nador,2025-07-13,2025-08-29,2025-09-09,17136078 DH,SOGEA; LYDEC; COVEC; EIFFAGE,13984326.4; 16664359.56; 18370235.2; 14287324.55,EIFFAGE,14287324.55 DH,15826561.43 DH,-0.1662,293,Gré à gré,Meilleure offre économiquement,4,Oui,14,10,84,Sans suite,Non-conformité des offres,77; 83; 70,151024946; 412358676; 398648750; 456127541,22; 23; 9,11; 7; 11,Élevée,"Normes ISO 9001, Technologies certifiées",Fès; Agadir; Meknès; Kenitra,Grande entreprise; Grande entreprise; PME; Grande entreprise,"Inflation: 2.7%, Croissance: 3.6%","Technique: 77%, Prix: 23%",Derniers 12 mois: 26 AO similaires,Taux d'annulation secteur: 20%
5071,Appel d'offre pour télécommunications à Casablanca,Marché public concernant le secteur télécommunications pour Ministère de l'Éducation,Services,Télécommunications,Ministère de l'Éducation,Maroc,Casablanca-Settat,Casablanca,2025-07-13,2025-08-20,2025-09-04,26458420 DH,OCP; DELTA HOLDING; BOUYGUES; LAFARGE; COVEC; MAGHREB STEEL; TOTAL MAROC,25343012.49; 23308867.59; 25301202.39; 26962306.62; 31539185.29; 28839818.36; 25951212.91,BOUYGUES,25301202.39 DH,26749372.24 DH,-0.0437,350,Concours,Meilleure offre économiquement,7,Oui,14,20,89,Annulé,Spécifications techniques inadéquates,81; 60; 81; 76; 73; 84,459063460; 331091637; 431023585; 105256565; 231329270; 357853119; 121810076,17; 5; 3; 6; 19; 8,11; 4; 8; 14; 8; 6,Moyenne,"Normes ISO 14001, Technologies innovantes",Mohammedia; Khouribga; Tétouan; Tanger; Rabat; Tétouan; Tétouan,Grande entreprise; Grande entreprise; PME; ETI; Moyenne entreprise; Grande entreprise; PME,"Inflation: 3.5%, Croissance: 2.2%","Technique: 66%, Prix: 34%",Derniers 12 mois: 22 AO similaires,Taux d'annulation secteur: 13%
5072,Appel d'offre pour environnement à Settat,Marché public concernant le secteur environnement pour Ministère de l'Intérieur,Services,Environnement,Ministère de l'Intérieur,Maroc,Drâa-Tafilalet,Settat,2025-07-13,2025-08-21,2025-09-04,10840404 DH,EIFFAGE; VINCI; COSUMAR; BMCE; SOGEA,10896796.5; 9516595.54; 9738663.3; 9278027.85; 9027982.29,SOGEA,9027982.29 DH,9691613.10 DH,-0.1672,54,Concours,Meilleure offre économiquement,5,Non,12,16,97,Annulé,Contraintes réglementaires,84; 91; 67; 72,73120975; 372907700; 325296250; 69377555; 139759834,9; 4; 21; 19,6; 0; 7; 13,Très élevée,"Normes ISO 45001, Technologies éprouvées",Settat; Tanger; Casablanca; Nador; Khouribga,PME; Moyenne entreprise; ETI; Moyenne entreprise; Grande entreprise,"Inflation: 2.4%, Croissance: 3.8%","Technique: 42%, Prix: 58%",Derniers 12 mois: 47 AO similaires,Taux d'annulation secteur: 20%
5073,Appel d'offre pour informatique à Fès,Marché public concernant le secteur informatique pour Ministère de l'Agriculture,Services,Informatique,Ministère de l'Agriculture,Maroc,Casablanca-Settat,Fès,2025-07-13,2025-09-02,2025-09-17,13719254 DH,CDG; SOGEA; EIFFAGE; TOTAL MAROC; CHINA RAILWAY; MAGHREB STEEL,13358176.19; 14824113.42; 14880066.53; 14580511.92; 15442451.15; 12449373.79,MAGHREB STEEL,12449373.79 DH,14255782.17 DH,-0.0926,256,Appel d'offres ouvert,Meilleure offre économiquement,6,Non,2,16,85,Annulé,Manque de budget,74; 95; 82; 80; 95,50314553; 73523375; 150216890; 146268405; 485430960; 288616242,5; 10; 12; 11; 17,5; 9; 5; 15; 12,Élevée,"Normes ISO 14001, Technologies avancées",Salé; Berrechid; Safi; Mohammedia; Berrechid; Oujda,Moyenne entreprise; Grande entreprise; PME; PME; PME; PME,"Inflation: 3.9%, Croissance: 3.4%","Technique: 48%, Prix: 52%",Derniers 12 mois: 43 AO similaires,Taux d'annulation secteur: 9%
5074,Appel d'offre pour conseil à Oujda,Marché public concernant le secteur conseil pour Ministère de la Justice,Services,Conseil,Ministère de la Justice,Maroc,Souss-Massa,Oujda,2025-07-13,2025-09-02,2025-09-08,44170333 DH,BMCE; MANAGEM; CHINA RAILWAY; ORANGE MAROC; VINCI; MAROC TELECOM,47721002.9; 43739808.05; 36059892.39; 46276900.48; 40630077.67; 41601057.38,CHINA RAILWAY,36059892.39 DH,42671456.48 DH,-0.1836,305,Appel d'offres restreint,Critères multiples,6,Non,15,14,90,Annulé,Changement de priorités,100; 72; 71; 96; 85,323085353; 421607360; 207496993; 29514503; 219341375; 471926330,9; 6; 23; 11; 21,8; 6; 6; 6; 6,Élevée,"Normes ISO 45001, Technologies innovantes",Tétouan; Casablanca; Khouribga; Marrakech; El Jadida; Tanger,ETI; Moyenne entreprise; PME; Grande entreprise; PME; Moyenne entreprise,"Inflation: 2.8%, Croissance: 2.6%","Technique: 75%, Prix: 25%",Derniers 12 mois: 28 AO similaires,Taux d'annulation secteur: 16%
5075,Appel d'offre pour médical à Rabat,Marché public concernant le secteur médical pour Office National des Aéroports,Fournitures,Médical,Office National des Aéroports,Maroc,Dakhla-Oued Ed-Dahab,Rabat,2025-07-13,2025-09-10,2025-09-24,14650990 DH,LAFARGE; SAHAM; LYDEC; HP MAROC; ORANGE MAROC; HOLCIM,16859116.7; 14434619.02; 15277057.81; 14033640.63; 16016657.34; 14140947.96,HOLCIM,14140947.96 DH,15127006.58 DH,-0.0348,48,Appel d'offres ouvert,Rapport qualité-prix,6,Oui,11,7,96,Attribué,Non applicable,61; 82; 100; 63; 83,444234408; 152491772; 16678751; 180609983; 349492638; 326128618,10; 16; 16; 21; 19,7; 6; 15; 12; 11,Élevée,"Normes ISO 27001, Technologies avancées",Nador; Agadir; Tétouan; Meknès; Rabat; Salé,Grande entreprise; PME; Grande entreprise; Moyenne entreprise; PME; ETI,"Inflation: 3.4%, Croissance: 3.0%","Technique: 57%, Prix: 43%",Derniers 12 mois: 7 AO similaires,Taux d'annulation secteur: 7%
5076,Appel d'offre pour énergie à Oujda,Marché public concernant le secteur énergie pour Royal Air Maroc,Travaux,Énergie,Royal Air Maroc,Maroc,Marrakech-Safi,Oujda,2025-07-13,2025-08-24,2025-09-08,31550337 DH,AFRIQUIA; MAJOREL; ORANGE MAROC; CDG; ATLAS HOSPITALITY; MAGHREB STEEL; MANAGEM; CISCO MAROC,33256366.29; 26001611.12; 34904445.21; 31808316.48; 37856501.05; 29242219.39; 32442591.39; 32088899.82,MAGHREB STEEL,29242219.39 DH,32200118.84 DH,-0.0732,264,Gré à gré,Critères multiples,8,Non,14,10,84,Sans suite,Spécifications techniques inadéquates,91; 64; 75; 72; 76; 79; 70,475487304; 138424287; 106057043; 371134738; 234523425; 80657604; 152248865; 433239270,14; 11; 18; 14; 19; 14; 8,4; 2; 10; 8; 12; 2; 3,Très élevée,"Normes ISO 27001, Technologies certifiées",Meknès; Berrechid; Safi; Agadir; Fès; Rabat; Salé; Tanger,ETI; ETI; PME; ETI; PME; ETI; Grande entreprise; PME,"Inflation: 1.6%, Croissance: 4.1%","Technique: 42%, Prix: 58%",Derniers 12 mois: 24 AO similaires,Taux d'annulation secteur: 7%
5077,Appel d'offre pour agriculture à Agadir,Marché public concernant le secteur agriculture pour Agence Nationale de Réglementation des Télécommunications,Fournitures,Agriculture,Agence Nationale de Réglementation des Télécommunications,Maroc,Dakhla-Oued Ed-Dahab,Agadir,2025-07-13,2025-08-07,2025-08-11,36080414 DH,CHINA RAILWAY; DELTA HOLDING; SOMAGEC; TRAVOCÉAN; TOTAL MAROC,40599810.12; 33562804.82; 32261956.4; 31773660.14; 38213532.74,TRAVOCÉAN,31773660.14 DH,35282352.84 DH,-0.1194,336,Concours,Prix seul,5,Oui,4,8,92,Annulé,Changement de priorités,64; 64; 62; 85,415889404; 200113926; 146807290; 330825594; 49893964,7; 22; 21; 10,0; 8; 9; 3,Faible,"Normes ISO 14001, Technologies avancées",Oujda; Tétouan; Fès; Temara; Rabat,Moyenne entreprise; ETI; Moyenne entreprise; PME; Moyenne entreprise,"Inflation: 1.1%, Croissance: 3.2%","Technique: 63%, Prix: 37%",Derniers 12 mois: 27 AO similaires,Taux d'annulation secteur: 19%
5078,Appel d'offre pour informatique à Tétouan,Marché public concernant le secteur informatique pour Office National des Chemins de Fer,Fournitures,Informatique,Office National des Chemins de Fer,Maroc,Béni Mellal-Khénifra,Tétouan,2025-07-13,2025-08-07,2025-08-17,7510282 DH,ATLAS HOSPITALITY; VINCI; INGEMA; REDAL; BMCE; SOGEA; MAJOREL,7322715.44; 8543357.69; 8402591.32; 6632123.57; 7801771.39; 7312495.13; 7397464.52,INGEMA,8402591.32 DH,7630359.87 DH,0.1188,41,Appel d'offres restreint,Critères multiples,7,Oui,1,20,88,Sans suite,Budget insuffisant,74; 79; 73; 75; 76; 61,372016824; 455225010; 40488463; 50315468; 392310671; 91715785; 93388676,23; 7; 19; 25; 25; 15,0; 13; 14; 5; 7; 11,Élevée,"Normes ISO 9001, Technologies modernes",Beni Mellal; Tanger; Safi; Agadir; Fès; Salé; Marrakech,ETI; Moyenne entreprise; Grande entreprise; ETI; ETI; ETI; ETI,"Inflation: 1.9%, Croissance: 3.5%","Technique: 60%, Prix: 40%",Derniers 12 mois: 8 AO similaires,Taux d'annulation secteur: 10%
5079,Appel d'offre pour maintenance à Rabat,Marché public concernant le secteur maintenance pour Barid Al-Maghrib,Fournitures,Maintenance,Barid Al-Maghrib,Maroc,Casablanca-Settat,Rabat,2025-07-13,2025-08-14,2025-08-18,37705418 DH,MICROSOFT MAROC; LAFARGE; WAFA; SOREAD; ATLAS HOSPITALITY,33026535.02; 37717357.21; 30458441.44; 37535030.41; 38399312.15,MICROSOFT MAROC,33026535.02 DH,35427335.25 DH,-0.1241,147,Concours,Meilleure offre économiquement,5,Oui,9,5,95,Attribué,Non applicable,84; 81; 63; 68,44996431; 25188983; 162722382; 322607245; 463148177,14; 21; 16; 21,1; 14; 5; 3,Faible,"Normes ISO 22000, Technologies avancées",Settat; Berrechid; Temara; Oujda; Meknès,Grande entreprise; Grande entreprise; PME; ETI; ETI,"Inflation: 3.4%, Croissance: 3.7%","Technique: 41%, Prix: 59%",Derniers 12 mois: 39 AO similaires,Taux d'annulation secteur: 6%
5080,Appel d'offre pour conseil à Marrakech,Marché public concernant le secteur conseil pour Agence Nationale de la Conservation Foncière,Fournitures,Conseil,Agence Nationale de la Conservation Foncière,Maroc,Fès-Meknès,Marrakech,2025-07-13,2025-08-21,2025-09-04,38110737 DH,HP MAROC; BOUYGUES; AMENDIS; SGTM; AFRIQUIA,34730349.22; 35946037.88; 35750473.46; 37925915.05; 32215321.66,AFRIQUIA,32215321.66 DH,35313619.45 DH,-0.1547,325,Appel d'offres ouvert,Meilleure offre économiquement,5,Non,11,13,96,Sans suite,Offres trop élevées,71; 84; 95; 90,354075884; 348435376; 100497476; 377751294; 58258819,10; 19; 12; 13,6; 11; 9; 14,Moyenne,"Normes ISO 45001, Technologies modernes",Berrechid; Marrakech; Mohammedia; Beni Mellal; Nador,ETI; ETI; Moyenne entreprise; Grande entreprise; ETI,"Inflation: 2.2%, Croissance: 2.1%","Technique: 70%, Prix: 30%",Derniers 12 mois: 5 AO similaires,Taux d'annulation secteur: 15%
